 0 1000 0,  0 -1000 0
 8.93999e+06 986.48 0,  -8.93999e+06 -986.48 0
 8.94099e+06 986.478 0,  -8.94099e+06 -986.478 0
 8.94199e+06 986.477 0,  -8.94199e+06 -986.477 0
 8.94299e+06 986.475 0,  -8.94299e+06 -986.475 0
 8.94399e+06 986.474 0,  -8.94399e+06 -986.474 0
 8.94499e+06 986.472 0,  -8.94499e+06 -986.472 0
 8.94599e+06 986.471 0,  -8.94599e+06 -986.471 0
 8.94699e+06 986.469 0,  -8.94699e+06 -986.469 0
 8.94799e+06 986.468 0,  -8.94799e+06 -986.468 0
 8.94899e+06 986.466 0,  -8.94899e+06 -986.466 0
 8.94999e+06 986.465 0,  -8.94999e+06 -986.465 0
 8.95099e+06 986.463 0,  -8.95099e+06 -986.463 0
 8.95199e+06 986.462 0,  -8.95199e+06 -986.462 0
 8.95299e+06 986.46 0,  -8.95299e+06 -986.46 0
 8.95399e+06 986.459 0,  -8.95399e+06 -986.459 0
 8.95499e+06 986.457 0,  -8.95499e+06 -986.457 0
 8.95599e+06 986.456 0,  -8.95599e+06 -986.456 0
 8.95699e+06 986.454 0,  -8.95699e+06 -986.454 0
 8.95799e+06 986.453 0,  -8.95799e+06 -986.453 0
 8.95899e+06 986.451 0,  -8.95899e+06 -986.451 0
 8.95999e+06 986.449 0,  -8.95999e+06 -986.449 0
 8.96099e+06 986.448 0,  -8.96099e+06 -986.448 0
 8.96199e+06 986.446 0,  -8.96199e+06 -986.446 0
 8.96299e+06 986.445 0,  -8.96299e+06 -986.445 0
 8.96399e+06 986.443 0,  -8.96399e+06 -986.443 0
 8.96499e+06 986.442 0,  -8.96499e+06 -986.442 0
 8.96599e+06 986.44 0,  -8.96599e+06 -986.44 0
 8.96699e+06 986.439 0,  -8.96699e+06 -986.439 0
 8.96799e+06 986.437 0,  -8.96799e+06 -986.437 0
 8.96899e+06 986.436 0,  -8.96899e+06 -986.436 0
 8.96999e+06 986.434 0,  -8.96999e+06 -986.434 0
 8.97099e+06 986.433 0,  -8.97099e+06 -986.433 0
 8.97199e+06 986.431 0,  -8.97199e+06 -986.431 0
 8.97299e+06 986.43 0,  -8.97299e+06 -986.43 0
 8.97399e+06 986.428 0,  -8.97399e+06 -986.428 0
 8.97499e+06 986.427 0,  -8.97499e+06 -986.427 0
 8.97599e+06 986.425 0,  -8.97599e+06 -986.425 0
 8.97699e+06 986.424 0,  -8.97699e+06 -986.424 0
 8.97799e+06 986.422 0,  -8.97799e+06 -986.422 0
 8.97899e+06 986.421 0,  -8.97899e+06 -986.421 0
 8.97999e+06 986.419 0,  -8.97999e+06 -986.419 0
 8.98099e+06 986.418 0,  -8.98099e+06 -986.418 0
 8.98199e+06 986.416 0,  -8.98199e+06 -986.416 0
 8.98299e+06 986.415 0,  -8.98299e+06 -986.415 0
 8.98399e+06 986.413 0,  -8.98399e+06 -986.413 0
 8.98499e+06 986.412 0,  -8.98499e+06 -986.412 0
 8.98599e+06 986.41 0,  -8.98599e+06 -986.41 0
 8.98699e+06 986.409 0,  -8.98699e+06 -986.409 0
 8.98799e+06 986.407 0,  -8.98799e+06 -986.407 0
 8.98899e+06 986.406 0,  -8.98899e+06 -986.406 0
 8.98999e+06 986.404 0,  -8.98999e+06 -986.404 0
 8.99099e+06 986.403 0,  -8.99099e+06 -986.403 0
 8.99199e+06 986.401 0,  -8.99199e+06 -986.401 0
 8.99299e+06 986.4 0,  -8.99299e+06 -986.4 0
 8.99399e+06 986.398 0,  -8.99399e+06 -986.398 0
 8.99499e+06 986.397 0,  -8.99499e+06 -986.397 0
 8.99599e+06 986.395 0,  -8.99599e+06 -986.395 0
 8.99699e+06 986.394 0,  -8.99699e+06 -986.394 0
 8.99799e+06 986.392 0,  -8.99799e+06 -986.392 0
 8.99899e+06 986.391 0,  -8.99899e+06 -986.391 0
 8.99999e+06 986.389 0,  -8.99999e+06 -986.389 0
 9.00099e+06 986.387 0,  -9.00099e+06 -986.387 0
 9.00199e+06 986.386 0,  -9.00199e+06 -986.386 0
 9.00299e+06 986.384 0,  -9.00299e+06 -986.384 0
 9.00399e+06 986.383 0,  -9.00399e+06 -986.383 0
 9.00499e+06 986.381 0,  -9.00499e+06 -986.381 0
 9.00599e+06 986.38 0,  -9.00599e+06 -986.38 0
 9.00699e+06 986.378 0,  -9.00699e+06 -986.378 0
 9.00799e+06 986.377 0,  -9.00799e+06 -986.377 0
 9.00899e+06 986.375 0,  -9.00899e+06 -986.375 0
 9.00999e+06 986.374 0,  -9.00999e+06 -986.374 0
 9.01099e+06 986.372 0,  -9.01099e+06 -986.372 0
 9.01199e+06 986.371 0,  -9.01199e+06 -986.371 0
 9.01299e+06 986.369 0,  -9.01299e+06 -986.369 0
 9.01399e+06 986.368 0,  -9.01399e+06 -986.368 0
 9.01499e+06 986.366 0,  -9.01499e+06 -986.366 0
 9.01599e+06 986.365 0,  -9.01599e+06 -986.365 0
 9.01699e+06 986.363 0,  -9.01699e+06 -986.363 0
 9.01799e+06 986.362 0,  -9.01799e+06 -986.362 0
 9.01899e+06 986.36 0,  -9.01899e+06 -986.36 0
 9.01999e+06 986.359 0,  -9.01999e+06 -986.359 0
 9.02099e+06 986.357 0,  -9.02099e+06 -986.357 0
 9.02199e+06 986.356 0,  -9.02199e+06 -986.356 0
 9.02299e+06 986.354 0,  -9.02299e+06 -986.354 0
 9.02399e+06 986.353 0,  -9.02399e+06 -986.353 0
 9.02499e+06 986.351 0,  -9.02499e+06 -986.351 0
 9.02599e+06 986.35 0,  -9.02599e+06 -986.35 0
 9.02699e+06 986.348 0,  -9.02699e+06 -986.348 0
 9.02799e+06 986.347 0,  -9.02799e+06 -986.347 0
 9.02899e+06 986.345 0,  -9.02899e+06 -986.345 0
 9.02999e+06 986.344 0,  -9.02999e+06 -986.344 0
 9.03099e+06 986.342 0,  -9.03099e+06 -986.342 0
 9.03199e+06 986.341 0,  -9.03199e+06 -986.341 0
 9.03299e+06 986.339 0,  -9.03299e+06 -986.339 0
 9.03399e+06 986.338 0,  -9.03399e+06 -986.338 0
 9.03499e+06 986.336 0,  -9.03499e+06 -986.336 0
 9.03599e+06 986.335 0,  -9.03599e+06 -986.335 0
 9.03699e+06 986.333 0,  -9.03699e+06 -986.333 0
 9.03799e+06 986.332 0,  -9.03799e+06 -986.332 0
 9.03899e+06 986.33 0,  -9.03899e+06 -986.33 0
 9.03999e+06 986.328 0,  -9.03999e+06 -986.328 0
 9.04099e+06 986.327 0,  -9.04099e+06 -986.327 0
 9.04199e+06 986.325 0,  -9.04199e+06 -986.325 0
 9.04299e+06 986.324 0,  -9.04299e+06 -986.324 0
 9.04399e+06 986.322 0,  -9.04399e+06 -986.322 0
 9.04499e+06 986.321 0,  -9.04499e+06 -986.321 0
 9.04599e+06 986.319 0,  -9.04599e+06 -986.319 0
 9.04699e+06 986.318 0,  -9.04699e+06 -986.318 0
 9.04799e+06 986.316 0,  -9.04799e+06 -986.316 0
 9.04899e+06 986.315 0,  -9.04899e+06 -986.315 0
 9.04999e+06 986.313 0,  -9.04999e+06 -986.313 0
 9.05099e+06 986.312 0,  -9.05099e+06 -986.312 0
 9.05199e+06 986.31 0,  -9.05199e+06 -986.31 0
 9.05299e+06 986.309 0,  -9.05299e+06 -986.309 0
 9.05399e+06 986.307 0,  -9.05399e+06 -986.307 0
 9.05499e+06 986.306 0,  -9.05499e+06 -986.306 0
 9.05599e+06 986.304 0,  -9.05599e+06 -986.304 0
 9.05699e+06 986.303 0,  -9.05699e+06 -986.303 0
 9.05799e+06 986.301 0,  -9.05799e+06 -986.301 0
 9.05899e+06 986.3 0,  -9.05899e+06 -986.3 0
 9.05999e+06 986.298 0,  -9.05999e+06 -986.298 0
 9.06099e+06 986.297 0,  -9.06099e+06 -986.297 0
 9.06199e+06 986.295 0,  -9.06199e+06 -986.295 0
 9.06299e+06 986.294 0,  -9.06299e+06 -986.294 0
 9.06399e+06 986.292 0,  -9.06399e+06 -986.292 0
 9.06499e+06 986.291 0,  -9.06499e+06 -986.291 0
 9.06599e+06 986.289 0,  -9.06599e+06 -986.289 0
 9.06699e+06 986.288 0,  -9.06699e+06 -986.288 0
 9.06799e+06 986.286 0,  -9.06799e+06 -986.286 0
 9.06899e+06 986.285 0,  -9.06899e+06 -986.285 0
 9.06999e+06 986.283 0,  -9.06999e+06 -986.283 0
 9.07099e+06 986.282 0,  -9.07099e+06 -986.282 0
 9.07199e+06 986.28 0,  -9.07199e+06 -986.28 0
 9.07299e+06 986.279 0,  -9.07299e+06 -986.279 0
 9.07399e+06 986.277 0,  -9.07399e+06 -986.277 0
 9.07499e+06 986.276 0,  -9.07499e+06 -986.276 0
 9.07599e+06 986.274 0,  -9.07599e+06 -986.274 0
 9.07699e+06 986.273 0,  -9.07699e+06 -986.273 0
 9.07799e+06 986.271 0,  -9.07799e+06 -986.271 0
 9.07899e+06 986.27 0,  -9.07899e+06 -986.27 0
 9.07999e+06 986.268 0,  -9.07999e+06 -986.268 0
 9.08099e+06 986.266 0,  -9.08099e+06 -986.266 0
 9.08199e+06 986.265 0,  -9.08199e+06 -986.265 0
 9.08299e+06 986.263 0,  -9.08299e+06 -986.263 0
 9.08399e+06 986.262 0,  -9.08399e+06 -986.262 0
 9.08499e+06 986.26 0,  -9.08499e+06 -986.26 0
 9.08599e+06 986.259 0,  -9.08599e+06 -986.259 0
 9.08699e+06 986.257 0,  -9.08699e+06 -986.257 0
 9.08799e+06 986.256 0,  -9.08799e+06 -986.256 0
 9.08899e+06 986.254 0,  -9.08899e+06 -986.254 0
 9.08999e+06 986.253 0,  -9.08999e+06 -986.253 0
 9.09099e+06 986.251 0,  -9.09099e+06 -986.251 0
 9.09199e+06 986.25 0,  -9.09199e+06 -986.25 0
 9.09299e+06 986.248 0,  -9.09299e+06 -986.248 0
 9.09399e+06 986.247 0,  -9.09399e+06 -986.247 0
 9.09499e+06 986.245 0,  -9.09499e+06 -986.245 0
 9.09599e+06 986.244 0,  -9.09599e+06 -986.244 0
 9.09699e+06 986.242 0,  -9.09699e+06 -986.242 0
 9.09799e+06 986.241 0,  -9.09799e+06 -986.241 0
 9.09899e+06 986.239 0,  -9.09899e+06 -986.239 0
 9.09999e+06 986.238 0,  -9.09999e+06 -986.238 0
 9.10099e+06 986.236 0,  -9.10099e+06 -986.236 0
 9.10199e+06 986.235 0,  -9.10199e+06 -986.235 0
 9.10299e+06 986.233 0,  -9.10299e+06 -986.233 0
 9.10399e+06 986.232 0,  -9.10399e+06 -986.232 0
 9.10499e+06 986.23 0,  -9.10499e+06 -986.23 0
 9.10599e+06 986.229 0,  -9.10599e+06 -986.229 0
 9.10699e+06 986.227 0,  -9.10699e+06 -986.227 0
 9.10799e+06 986.226 0,  -9.10799e+06 -986.226 0
 9.10899e+06 986.224 0,  -9.10899e+06 -986.224 0
 9.10999e+06 986.223 0,  -9.10999e+06 -986.223 0
 9.11099e+06 986.221 0,  -9.11099e+06 -986.221 0
 9.11199e+06 986.22 0,  -9.11199e+06 -986.22 0
 9.11299e+06 986.218 0,  -9.11299e+06 -986.218 0
 9.11399e+06 986.217 0,  -9.11399e+06 -986.217 0
 9.11499e+06 986.215 0,  -9.11499e+06 -986.215 0
 9.11599e+06 986.214 0,  -9.11599e+06 -986.214 0
 9.11699e+06 986.212 0,  -9.11699e+06 -986.212 0
 9.11799e+06 986.211 0,  -9.11799e+06 -986.211 0
 9.11899e+06 986.209 0,  -9.11899e+06 -986.209 0
 9.11999e+06 986.207 0,  -9.11999e+06 -986.207 0
 9.12099e+06 986.206 0,  -9.12099e+06 -986.206 0
 9.12199e+06 986.204 0,  -9.12199e+06 -986.204 0
 9.12299e+06 986.203 0,  -9.12299e+06 -986.203 0
 9.12399e+06 986.201 0,  -9.12399e+06 -986.201 0
 9.12499e+06 986.2 0,  -9.12499e+06 -986.2 0
 9.12599e+06 986.198 0,  -9.12599e+06 -986.198 0
 9.12699e+06 986.197 0,  -9.12699e+06 -986.197 0
 9.12799e+06 986.195 0,  -9.12799e+06 -986.195 0
 9.12899e+06 986.194 0,  -9.12899e+06 -986.194 0
 9.12999e+06 986.192 0,  -9.12999e+06 -986.192 0
 9.13099e+06 986.191 0,  -9.13099e+06 -986.191 0
 9.13199e+06 986.189 0,  -9.13199e+06 -986.189 0
 9.13299e+06 986.188 0,  -9.13299e+06 -986.188 0
 9.13399e+06 986.186 0,  -9.13399e+06 -986.186 0
 9.13499e+06 986.185 0,  -9.13499e+06 -986.185 0
 9.13599e+06 986.183 0,  -9.13599e+06 -986.183 0
 9.13699e+06 986.182 0,  -9.13699e+06 -986.182 0
 9.13799e+06 986.18 0,  -9.13799e+06 -986.18 0
 9.13899e+06 986.179 0,  -9.13899e+06 -986.179 0
 9.13999e+06 986.177 0,  -9.13999e+06 -986.177 0
 9.14099e+06 986.176 0,  -9.14099e+06 -986.176 0
 9.14199e+06 986.174 0,  -9.14199e+06 -986.174 0
 9.14299e+06 986.173 0,  -9.14299e+06 -986.173 0
 9.14399e+06 986.171 0,  -9.14399e+06 -986.171 0
 9.14499e+06 986.17 0,  -9.14499e+06 -986.17 0
 9.14599e+06 986.168 0,  -9.14599e+06 -986.168 0
 9.14699e+06 986.167 0,  -9.14699e+06 -986.167 0
 9.14799e+06 986.165 0,  -9.14799e+06 -986.165 0
 9.14899e+06 986.164 0,  -9.14899e+06 -986.164 0
 9.14999e+06 986.162 0,  -9.14999e+06 -986.162 0
 9.15099e+06 986.161 0,  -9.15099e+06 -986.161 0
 9.15199e+06 986.159 0,  -9.15199e+06 -986.159 0
 9.15299e+06 986.158 0,  -9.15299e+06 -986.158 0
 9.15399e+06 986.156 0,  -9.15399e+06 -986.156 0
 9.15499e+06 986.155 0,  -9.15499e+06 -986.155 0
 9.15599e+06 986.153 0,  -9.15599e+06 -986.153 0
 9.15699e+06 986.152 0,  -9.15699e+06 -986.152 0
 9.15799e+06 986.15 0,  -9.15799e+06 -986.15 0
 9.15899e+06 986.149 0,  -9.15899e+06 -986.149 0
 9.15999e+06 986.147 0,  -9.15999e+06 -986.147 0
 9.16099e+06 986.145 0,  -9.16099e+06 -986.145 0
 9.16199e+06 986.144 0,  -9.16199e+06 -986.144 0
 9.16299e+06 986.142 0,  -9.16299e+06 -986.142 0
 9.16399e+06 986.141 0,  -9.16399e+06 -986.141 0
 9.16499e+06 986.139 0,  -9.16499e+06 -986.139 0
 9.16599e+06 986.138 0,  -9.16599e+06 -986.138 0
 9.16699e+06 986.136 0,  -9.16699e+06 -986.136 0
 9.16799e+06 986.135 0,  -9.16799e+06 -986.135 0
 9.16899e+06 986.133 0,  -9.16899e+06 -986.133 0
 9.16999e+06 986.132 0,  -9.16999e+06 -986.132 0
 9.17099e+06 986.13 0,  -9.17099e+06 -986.13 0
 9.17199e+06 986.129 0,  -9.17199e+06 -986.129 0
 9.17299e+06 986.127 0,  -9.17299e+06 -986.127 0
 9.17399e+06 986.126 0,  -9.17399e+06 -986.126 0
 9.17499e+06 986.124 0,  -9.17499e+06 -986.124 0
 9.17599e+06 986.123 0,  -9.17599e+06 -986.123 0
 9.17699e+06 986.121 0,  -9.17699e+06 -986.121 0
 9.17799e+06 986.12 0,  -9.17799e+06 -986.12 0
 9.17899e+06 986.118 0,  -9.17899e+06 -986.118 0
 9.17999e+06 986.117 0,  -9.17999e+06 -986.117 0
 9.18099e+06 986.115 0,  -9.18099e+06 -986.115 0
 9.18199e+06 986.114 0,  -9.18199e+06 -986.114 0
 9.18299e+06 986.112 0,  -9.18299e+06 -986.112 0
 9.18399e+06 986.111 0,  -9.18399e+06 -986.111 0
 9.18499e+06 986.109 0,  -9.18499e+06 -986.109 0
 9.18599e+06 986.108 0,  -9.18599e+06 -986.108 0
 9.18699e+06 986.106 0,  -9.18699e+06 -986.106 0
 9.18799e+06 986.105 0,  -9.18799e+06 -986.105 0
 9.18899e+06 986.103 0,  -9.18899e+06 -986.103 0
 9.18999e+06 986.102 0,  -9.18999e+06 -986.102 0
 9.19099e+06 986.1 0,  -9.19099e+06 -986.1 0
 9.19199e+06 986.099 0,  -9.19199e+06 -986.099 0
 9.19299e+06 986.097 0,  -9.19299e+06 -986.097 0
 9.19399e+06 986.096 0,  -9.19399e+06 -986.096 0
 9.19499e+06 986.094 0,  -9.19499e+06 -986.094 0
 9.19599e+06 986.093 0,  -9.19599e+06 -986.093 0
 9.19699e+06 986.091 0,  -9.19699e+06 -986.091 0
 9.19799e+06 986.09 0,  -9.19799e+06 -986.09 0
 9.19899e+06 986.088 0,  -9.19899e+06 -986.088 0
 9.19999e+06 986.087 0,  -9.19999e+06 -986.087 0
 9.20099e+06 986.085 0,  -9.20099e+06 -986.085 0
 9.20199e+06 986.083 0,  -9.20199e+06 -986.083 0
 9.20299e+06 986.082 0,  -9.20299e+06 -986.082 0
 9.20399e+06 986.08 0,  -9.20399e+06 -986.08 0
 9.20499e+06 986.079 0,  -9.20499e+06 -986.079 0
 9.20599e+06 986.077 0,  -9.20599e+06 -986.077 0
 9.20699e+06 986.076 0,  -9.20699e+06 -986.076 0
 9.20799e+06 986.074 0,  -9.20799e+06 -986.074 0
 9.20899e+06 986.073 0,  -9.20899e+06 -986.073 0
 9.20999e+06 986.071 0,  -9.20999e+06 -986.071 0
 9.21099e+06 986.07 0,  -9.21099e+06 -986.07 0
 9.21199e+06 986.068 0,  -9.21199e+06 -986.068 0
 9.21299e+06 986.067 0,  -9.21299e+06 -986.067 0
 9.21399e+06 986.065 0,  -9.21399e+06 -986.065 0
 9.21499e+06 986.064 0,  -9.21499e+06 -986.064 0
 9.21599e+06 986.062 0,  -9.21599e+06 -986.062 0
 9.21699e+06 986.061 0,  -9.21699e+06 -986.061 0
 9.21799e+06 986.059 0,  -9.21799e+06 -986.059 0
 9.21899e+06 986.058 0,  -9.21899e+06 -986.058 0
 9.21999e+06 986.056 0,  -9.21999e+06 -986.056 0
 9.22099e+06 986.055 0,  -9.22099e+06 -986.055 0
 9.22199e+06 986.053 0,  -9.22199e+06 -986.053 0
 9.22299e+06 986.052 0,  -9.22299e+06 -986.052 0
 9.22399e+06 986.05 0,  -9.22399e+06 -986.05 0
 9.22499e+06 986.049 0,  -9.22499e+06 -986.049 0
 9.22599e+06 986.047 0,  -9.22599e+06 -986.047 0
 9.22699e+06 986.046 0,  -9.22699e+06 -986.046 0
 9.22799e+06 986.044 0,  -9.22799e+06 -986.044 0
 9.22899e+06 986.043 0,  -9.22899e+06 -986.043 0
 9.22999e+06 986.041 0,  -9.22999e+06 -986.041 0
 9.23099e+06 986.04 0,  -9.23099e+06 -986.04 0
 9.23199e+06 986.038 0,  -9.23199e+06 -986.038 0
 9.23299e+06 986.037 0,  -9.23299e+06 -986.037 0
 9.23399e+06 986.035 0,  -9.23399e+06 -986.035 0
 9.23499e+06 986.034 0,  -9.23499e+06 -986.034 0
 9.23599e+06 986.032 0,  -9.23599e+06 -986.032 0
 9.23699e+06 986.031 0,  -9.23699e+06 -986.031 0
 9.23799e+06 986.029 0,  -9.23799e+06 -986.029 0
 9.23899e+06 986.028 0,  -9.23899e+06 -986.028 0
 9.23999e+06 986.026 0,  -9.23999e+06 -986.026 0
 9.24099e+06 986.024 0,  -9.24099e+06 -986.024 0
 9.24199e+06 986.023 0,  -9.24199e+06 -986.023 0
 9.24299e+06 986.021 0,  -9.24299e+06 -986.021 0
 9.24399e+06 986.02 0,  -9.24399e+06 -986.02 0
 9.24499e+06 986.018 0,  -9.24499e+06 -986.018 0
 9.24599e+06 986.017 0,  -9.24599e+06 -986.017 0
 9.24699e+06 986.015 0,  -9.24699e+06 -986.015 0
 9.24799e+06 986.014 0,  -9.24799e+06 -986.014 0
 9.24899e+06 986.012 0,  -9.24899e+06 -986.012 0
 9.24999e+06 986.011 0,  -9.24999e+06 -986.011 0
 9.25099e+06 986.009 0,  -9.25099e+06 -986.009 0
 9.25199e+06 986.008 0,  -9.25199e+06 -986.008 0
 9.25299e+06 986.006 0,  -9.25299e+06 -986.006 0
 9.25399e+06 986.005 0,  -9.25399e+06 -986.005 0
 9.25499e+06 986.003 0,  -9.25499e+06 -986.003 0
 9.25599e+06 986.002 0,  -9.25599e+06 -986.002 0
 9.25699e+06 986 0,  -9.25699e+06 -986 0
 9.25799e+06 985.999 0,  -9.25799e+06 -985.999 0
 9.25899e+06 985.997 0,  -9.25899e+06 -985.997 0
 9.25999e+06 985.996 0,  -9.25999e+06 -985.996 0
 9.26099e+06 985.994 0,  -9.26099e+06 -985.994 0
 9.26199e+06 985.993 0,  -9.26199e+06 -985.993 0
 9.26299e+06 985.991 0,  -9.26299e+06 -985.991 0
 9.26399e+06 985.99 0,  -9.26399e+06 -985.99 0
 9.26499e+06 985.988 0,  -9.26499e+06 -985.988 0
 9.26599e+06 985.987 0,  -9.26599e+06 -985.987 0
 9.26699e+06 985.985 0,  -9.26699e+06 -985.985 0
 9.26799e+06 985.984 0,  -9.26799e+06 -985.984 0
 9.26899e+06 985.982 0,  -9.26899e+06 -985.982 0
 9.26999e+06 985.981 0,  -9.26999e+06 -985.981 0
 9.27099e+06 985.979 0,  -9.27099e+06 -985.979 0
 9.27199e+06 985.978 0,  -9.27199e+06 -985.978 0
 9.27299e+06 985.976 0,  -9.27299e+06 -985.976 0
 9.27399e+06 985.975 0,  -9.27399e+06 -985.975 0
 9.27499e+06 985.973 0,  -9.27499e+06 -985.973 0
 9.27599e+06 985.972 0,  -9.27599e+06 -985.972 0
 9.27699e+06 985.97 0,  -9.27699e+06 -985.97 0
 9.27799e+06 985.969 0,  -9.27799e+06 -985.969 0
 9.27899e+06 985.967 0,  -9.27899e+06 -985.967 0
 9.27999e+06 985.966 0,  -9.27999e+06 -985.966 0
 9.28099e+06 985.964 0,  -9.28099e+06 -985.964 0
 9.28199e+06 985.962 0,  -9.28199e+06 -985.962 0
 9.28299e+06 985.961 0,  -9.28299e+06 -985.961 0
 9.28399e+06 985.959 0,  -9.28399e+06 -985.959 0
 9.28499e+06 985.958 0,  -9.28499e+06 -985.958 0
 9.28599e+06 985.956 0,  -9.28599e+06 -985.956 0
 9.28699e+06 985.955 0,  -9.28699e+06 -985.955 0
 9.28799e+06 985.953 0,  -9.28799e+06 -985.953 0
 9.28899e+06 985.952 0,  -9.28899e+06 -985.952 0
 9.28999e+06 985.95 0,  -9.28999e+06 -985.95 0
 9.29099e+06 985.949 0,  -9.29099e+06 -985.949 0
 9.29199e+06 985.947 0,  -9.29199e+06 -985.947 0
 9.29299e+06 985.946 0,  -9.29299e+06 -985.946 0
 9.29399e+06 985.944 0,  -9.29399e+06 -985.944 0
 9.29499e+06 985.943 0,  -9.29499e+06 -985.943 0
 9.29599e+06 985.941 0,  -9.29599e+06 -985.941 0
 9.29699e+06 985.94 0,  -9.29699e+06 -985.94 0
 9.29799e+06 985.938 0,  -9.29799e+06 -985.938 0
 9.29899e+06 985.937 0,  -9.29899e+06 -985.937 0
 9.29999e+06 985.935 0,  -9.29999e+06 -985.935 0
 9.30099e+06 985.934 0,  -9.30099e+06 -985.934 0
 9.30199e+06 985.932 0,  -9.30199e+06 -985.932 0
 9.30299e+06 985.931 0,  -9.30299e+06 -985.931 0
 9.30399e+06 985.929 0,  -9.30399e+06 -985.929 0
 9.30499e+06 985.928 0,  -9.30499e+06 -985.928 0
 9.30599e+06 985.926 0,  -9.30599e+06 -985.926 0
 9.30699e+06 985.925 0,  -9.30699e+06 -985.925 0
 9.30799e+06 985.923 0,  -9.30799e+06 -985.923 0
 9.30899e+06 985.922 0,  -9.30899e+06 -985.922 0
 9.30999e+06 985.92 0,  -9.30999e+06 -985.92 0
 9.31099e+06 985.919 0,  -9.31099e+06 -985.919 0
 9.31199e+06 985.917 0,  -9.31199e+06 -985.917 0
 9.31299e+06 985.916 0,  -9.31299e+06 -985.916 0
 9.31399e+06 985.914 0,  -9.31399e+06 -985.914 0
 9.31499e+06 985.913 0,  -9.31499e+06 -985.913 0
 9.31599e+06 985.911 0,  -9.31599e+06 -985.911 0
 9.31699e+06 985.91 0,  -9.31699e+06 -985.91 0
 9.31799e+06 985.908 0,  -9.31799e+06 -985.908 0
 9.31899e+06 985.907 0,  -9.31899e+06 -985.907 0
 9.31999e+06 985.905 0,  -9.31999e+06 -985.905 0
 9.32099e+06 985.903 0,  -9.32099e+06 -985.903 0
 9.32199e+06 985.902 0,  -9.32199e+06 -985.902 0
 9.32299e+06 985.9 0,  -9.32299e+06 -985.9 0
 9.32399e+06 985.899 0,  -9.32399e+06 -985.899 0
 9.32499e+06 985.897 0,  -9.32499e+06 -985.897 0
 9.32599e+06 985.896 0,  -9.32599e+06 -985.896 0
 9.32699e+06 985.894 0,  -9.32699e+06 -985.894 0
 9.32799e+06 985.893 0,  -9.32799e+06 -985.893 0
 9.32899e+06 985.891 0,  -9.32899e+06 -985.891 0
 9.32999e+06 985.89 0,  -9.32999e+06 -985.89 0
 9.33099e+06 985.888 0,  -9.33099e+06 -985.888 0
 9.33199e+06 985.887 0,  -9.33199e+06 -985.887 0
 9.33299e+06 985.885 0,  -9.33299e+06 -985.885 0
 9.33399e+06 985.884 0,  -9.33399e+06 -985.884 0
 9.33499e+06 985.882 0,  -9.33499e+06 -985.882 0
 9.33599e+06 985.881 0,  -9.33599e+06 -985.881 0
 9.33699e+06 985.879 0,  -9.33699e+06 -985.879 0
 9.33799e+06 985.878 0,  -9.33799e+06 -985.878 0
 9.33899e+06 985.876 0,  -9.33899e+06 -985.876 0
 9.33999e+06 985.875 0,  -9.33999e+06 -985.875 0
 9.34099e+06 985.873 0,  -9.34099e+06 -985.873 0
 9.34199e+06 985.872 0,  -9.34199e+06 -985.872 0
 9.34299e+06 985.87 0,  -9.34299e+06 -985.87 0
 9.34399e+06 985.869 0,  -9.34399e+06 -985.869 0
 9.34499e+06 985.867 0,  -9.34499e+06 -985.867 0
 9.34599e+06 985.866 0,  -9.34599e+06 -985.866 0
 9.34699e+06 985.864 0,  -9.34699e+06 -985.864 0
 9.34799e+06 985.863 0,  -9.34799e+06 -985.863 0
 9.34899e+06 985.861 0,  -9.34899e+06 -985.861 0
 9.34999e+06 985.86 0,  -9.34999e+06 -985.86 0
 9.35099e+06 985.858 0,  -9.35099e+06 -985.858 0
 9.35199e+06 985.857 0,  -9.35199e+06 -985.857 0
 9.35299e+06 985.855 0,  -9.35299e+06 -985.855 0
 9.35399e+06 985.854 0,  -9.35399e+06 -985.854 0
 9.35499e+06 985.852 0,  -9.35499e+06 -985.852 0
 9.35599e+06 985.851 0,  -9.35599e+06 -985.851 0
 9.35699e+06 985.849 0,  -9.35699e+06 -985.849 0
 9.35799e+06 985.848 0,  -9.35799e+06 -985.848 0
 9.35899e+06 985.846 0,  -9.35899e+06 -985.846 0
 9.35999e+06 985.845 0,  -9.35999e+06 -985.845 0
 9.36099e+06 985.843 0,  -9.36099e+06 -985.843 0
 9.36199e+06 985.841 0,  -9.36199e+06 -985.841 0
 9.36299e+06 985.84 0,  -9.36299e+06 -985.84 0
 9.36399e+06 985.838 0,  -9.36399e+06 -985.838 0
 9.36499e+06 985.837 0,  -9.36499e+06 -985.837 0
 9.36599e+06 985.835 0,  -9.36599e+06 -985.835 0
 9.36699e+06 985.834 0,  -9.36699e+06 -985.834 0
 9.36799e+06 985.832 0,  -9.36799e+06 -985.832 0
 9.36899e+06 985.831 0,  -9.36899e+06 -985.831 0
 9.36999e+06 985.829 0,  -9.36999e+06 -985.829 0
 9.37099e+06 985.828 0,  -9.37099e+06 -985.828 0
 9.37199e+06 985.826 0,  -9.37199e+06 -985.826 0
 9.37299e+06 985.825 0,  -9.37299e+06 -985.825 0
 9.37399e+06 985.823 0,  -9.37399e+06 -985.823 0
 9.37499e+06 985.822 0,  -9.37499e+06 -985.822 0
 9.37599e+06 985.82 0,  -9.37599e+06 -985.82 0
