 0 1000 0,  0 -1000 0
 4.635e+06 992.991 0,  -4.635e+06 -992.991 0
 4.636e+06 992.989 0,  -4.636e+06 -992.989 0
 4.637e+06 992.988 0,  -4.637e+06 -992.988 0
 4.638e+06 992.986 0,  -4.638e+06 -992.986 0
 4.639e+06 992.985 0,  -4.639e+06 -992.985 0
 4.64e+06 992.983 0,  -4.64e+06 -992.983 0
 4.641e+06 992.982 0,  -4.641e+06 -992.982 0
 4.642e+06 992.98 0,  -4.642e+06 -992.98 0
 4.643e+06 992.979 0,  -4.643e+06 -992.979 0
 4.644e+06 992.977 0,  -4.644e+06 -992.977 0
 4.645e+06 992.976 0,  -4.645e+06 -992.976 0
 4.646e+06 992.974 0,  -4.646e+06 -992.974 0
 4.647e+06 992.973 0,  -4.647e+06 -992.973 0
 4.648e+06 992.971 0,  -4.648e+06 -992.971 0
 4.649e+06 992.97 0,  -4.649e+06 -992.97 0
 4.65e+06 992.968 0,  -4.65e+06 -992.968 0
 4.651e+06 992.967 0,  -4.651e+06 -992.967 0
 4.652e+06 992.965 0,  -4.652e+06 -992.965 0
 4.653e+06 992.964 0,  -4.653e+06 -992.964 0
 4.654e+06 992.962 0,  -4.654e+06 -992.962 0
 4.655e+06 992.961 0,  -4.655e+06 -992.961 0
 4.656e+06 992.959 0,  -4.656e+06 -992.959 0
 4.657e+06 992.957 0,  -4.657e+06 -992.957 0
 4.658e+06 992.956 0,  -4.658e+06 -992.956 0
 4.659e+06 992.954 0,  -4.659e+06 -992.954 0
 4.66e+06 992.953 0,  -4.66e+06 -992.953 0
 4.661e+06 992.951 0,  -4.661e+06 -992.951 0
 4.662e+06 992.95 0,  -4.662e+06 -992.95 0
 4.663e+06 992.948 0,  -4.663e+06 -992.948 0
 4.664e+06 992.947 0,  -4.664e+06 -992.947 0
 4.665e+06 992.945 0,  -4.665e+06 -992.945 0
 4.666e+06 992.944 0,  -4.666e+06 -992.944 0
 4.667e+06 992.942 0,  -4.667e+06 -992.942 0
 4.668e+06 992.941 0,  -4.668e+06 -992.941 0
 4.669e+06 992.939 0,  -4.669e+06 -992.939 0
 4.67e+06 992.938 0,  -4.67e+06 -992.938 0
 4.671e+06 992.936 0,  -4.671e+06 -992.936 0
 4.672e+06 992.935 0,  -4.672e+06 -992.935 0
 4.673e+06 992.933 0,  -4.673e+06 -992.933 0
 4.674e+06 992.932 0,  -4.674e+06 -992.932 0
 4.675e+06 992.93 0,  -4.675e+06 -992.93 0
 4.676e+06 992.929 0,  -4.676e+06 -992.929 0
 4.677e+06 992.927 0,  -4.677e+06 -992.927 0
 4.678e+06 992.926 0,  -4.678e+06 -992.926 0
 4.679e+06 992.924 0,  -4.679e+06 -992.924 0
 4.68e+06 992.923 0,  -4.68e+06 -992.923 0
 4.681e+06 992.921 0,  -4.681e+06 -992.921 0
 4.682e+06 992.92 0,  -4.682e+06 -992.92 0
 4.683e+06 992.918 0,  -4.683e+06 -992.918 0
 4.684e+06 992.917 0,  -4.684e+06 -992.917 0
 4.685e+06 992.915 0,  -4.685e+06 -992.915 0
 4.686e+06 992.914 0,  -4.686e+06 -992.914 0
 4.687e+06 992.912 0,  -4.687e+06 -992.912 0
 4.688e+06 992.911 0,  -4.688e+06 -992.911 0
 4.689e+06 992.909 0,  -4.689e+06 -992.909 0
 4.69e+06 992.908 0,  -4.69e+06 -992.908 0
 4.691e+06 992.906 0,  -4.691e+06 -992.906 0
 4.692e+06 992.905 0,  -4.692e+06 -992.905 0
 4.693e+06 992.903 0,  -4.693e+06 -992.903 0
 4.694e+06 992.902 0,  -4.694e+06 -992.902 0
 4.695e+06 992.9 0,  -4.695e+06 -992.9 0
 4.696e+06 992.899 0,  -4.696e+06 -992.899 0
 4.697e+06 992.897 0,  -4.697e+06 -992.897 0
 4.698e+06 992.895 0,  -4.698e+06 -992.895 0
 4.699e+06 992.894 0,  -4.699e+06 -992.894 0
 4.7e+06 992.892 0,  -4.7e+06 -992.892 0
 4.701e+06 992.891 0,  -4.701e+06 -992.891 0
 4.702e+06 992.889 0,  -4.702e+06 -992.889 0
 4.703e+06 992.888 0,  -4.703e+06 -992.888 0
 4.704e+06 992.886 0,  -4.704e+06 -992.886 0
 4.705e+06 992.885 0,  -4.705e+06 -992.885 0
 4.706e+06 992.883 0,  -4.706e+06 -992.883 0
 4.707e+06 992.882 0,  -4.707e+06 -992.882 0
 4.708e+06 992.88 0,  -4.708e+06 -992.88 0
 4.709e+06 992.879 0,  -4.709e+06 -992.879 0
 4.71e+06 992.877 0,  -4.71e+06 -992.877 0
 4.711e+06 992.876 0,  -4.711e+06 -992.876 0
 4.712e+06 992.874 0,  -4.712e+06 -992.874 0
 4.713e+06 992.873 0,  -4.713e+06 -992.873 0
 4.714e+06 992.871 0,  -4.714e+06 -992.871 0
 4.715e+06 992.87 0,  -4.715e+06 -992.87 0
 4.716e+06 992.868 0,  -4.716e+06 -992.868 0
 4.717e+06 992.867 0,  -4.717e+06 -992.867 0
 4.718e+06 992.865 0,  -4.718e+06 -992.865 0
 4.719e+06 992.864 0,  -4.719e+06 -992.864 0
 4.72e+06 992.862 0,  -4.72e+06 -992.862 0
 4.721e+06 992.861 0,  -4.721e+06 -992.861 0
 4.722e+06 992.859 0,  -4.722e+06 -992.859 0
 4.723e+06 992.858 0,  -4.723e+06 -992.858 0
 4.724e+06 992.856 0,  -4.724e+06 -992.856 0
 4.725e+06 992.855 0,  -4.725e+06 -992.855 0
 4.726e+06 992.853 0,  -4.726e+06 -992.853 0
 4.727e+06 992.852 0,  -4.727e+06 -992.852 0
 4.728e+06 992.85 0,  -4.728e+06 -992.85 0
 4.729e+06 992.849 0,  -4.729e+06 -992.849 0
 4.73e+06 992.847 0,  -4.73e+06 -992.847 0
 4.731e+06 992.846 0,  -4.731e+06 -992.846 0
 4.732e+06 992.844 0,  -4.732e+06 -992.844 0
 4.733e+06 992.843 0,  -4.733e+06 -992.843 0
 4.734e+06 992.841 0,  -4.734e+06 -992.841 0
 4.735e+06 992.84 0,  -4.735e+06 -992.84 0
 4.736e+06 992.838 0,  -4.736e+06 -992.838 0
 4.737e+06 992.836 0,  -4.737e+06 -992.836 0
 4.738e+06 992.835 0,  -4.738e+06 -992.835 0
 4.739e+06 992.833 0,  -4.739e+06 -992.833 0
 4.74e+06 992.832 0,  -4.74e+06 -992.832 0
 4.741e+06 992.83 0,  -4.741e+06 -992.83 0
 4.742e+06 992.829 0,  -4.742e+06 -992.829 0
 4.743e+06 992.827 0,  -4.743e+06 -992.827 0
 4.744e+06 992.826 0,  -4.744e+06 -992.826 0
 4.745e+06 992.824 0,  -4.745e+06 -992.824 0
 4.746e+06 992.823 0,  -4.746e+06 -992.823 0
 4.747e+06 992.821 0,  -4.747e+06 -992.821 0
 4.748e+06 992.82 0,  -4.748e+06 -992.82 0
 4.749e+06 992.818 0,  -4.749e+06 -992.818 0
 4.75e+06 992.817 0,  -4.75e+06 -992.817 0
 4.751e+06 992.815 0,  -4.751e+06 -992.815 0
 4.752e+06 992.814 0,  -4.752e+06 -992.814 0
 4.753e+06 992.812 0,  -4.753e+06 -992.812 0
 4.754e+06 992.811 0,  -4.754e+06 -992.811 0
 4.755e+06 992.809 0,  -4.755e+06 -992.809 0
 4.756e+06 992.808 0,  -4.756e+06 -992.808 0
 4.757e+06 992.806 0,  -4.757e+06 -992.806 0
 4.758e+06 992.805 0,  -4.758e+06 -992.805 0
 4.759e+06 992.803 0,  -4.759e+06 -992.803 0
 4.76e+06 992.802 0,  -4.76e+06 -992.802 0
 4.761e+06 992.8 0,  -4.761e+06 -992.8 0
 4.762e+06 992.799 0,  -4.762e+06 -992.799 0
 4.763e+06 992.797 0,  -4.763e+06 -992.797 0
 4.764e+06 992.796 0,  -4.764e+06 -992.796 0
 4.765e+06 992.794 0,  -4.765e+06 -992.794 0
 4.766e+06 992.793 0,  -4.766e+06 -992.793 0
 4.767e+06 992.791 0,  -4.767e+06 -992.791 0
 4.768e+06 992.79 0,  -4.768e+06 -992.79 0
 4.769e+06 992.788 0,  -4.769e+06 -992.788 0
 4.77e+06 992.787 0,  -4.77e+06 -992.787 0
 4.771e+06 992.785 0,  -4.771e+06 -992.785 0
 4.772e+06 992.784 0,  -4.772e+06 -992.784 0
 4.773e+06 992.782 0,  -4.773e+06 -992.782 0
 4.774e+06 992.781 0,  -4.774e+06 -992.781 0
 4.775e+06 992.779 0,  -4.775e+06 -992.779 0
 4.776e+06 992.778 0,  -4.776e+06 -992.778 0
 4.777e+06 992.776 0,  -4.777e+06 -992.776 0
 4.778e+06 992.774 0,  -4.778e+06 -992.774 0
 4.779e+06 992.773 0,  -4.779e+06 -992.773 0
 4.78e+06 992.771 0,  -4.78e+06 -992.771 0
 4.781e+06 992.77 0,  -4.781e+06 -992.77 0
 4.782e+06 992.768 0,  -4.782e+06 -992.768 0
 4.783e+06 992.767 0,  -4.783e+06 -992.767 0
 4.784e+06 992.765 0,  -4.784e+06 -992.765 0
 4.785e+06 992.764 0,  -4.785e+06 -992.764 0
 4.786e+06 992.762 0,  -4.786e+06 -992.762 0
 4.787e+06 992.761 0,  -4.787e+06 -992.761 0
 4.788e+06 992.759 0,  -4.788e+06 -992.759 0
 4.789e+06 992.758 0,  -4.789e+06 -992.758 0
 4.79e+06 992.756 0,  -4.79e+06 -992.756 0
 4.791e+06 992.755 0,  -4.791e+06 -992.755 0
 4.792e+06 992.753 0,  -4.792e+06 -992.753 0
 4.793e+06 992.752 0,  -4.793e+06 -992.752 0
 4.794e+06 992.75 0,  -4.794e+06 -992.75 0
 4.795e+06 992.749 0,  -4.795e+06 -992.749 0
 4.796e+06 992.747 0,  -4.796e+06 -992.747 0
 4.797e+06 992.746 0,  -4.797e+06 -992.746 0
 4.798e+06 992.744 0,  -4.798e+06 -992.744 0
 4.799e+06 992.743 0,  -4.799e+06 -992.743 0
 4.8e+06 992.741 0,  -4.8e+06 -992.741 0
 4.801e+06 992.74 0,  -4.801e+06 -992.74 0
 4.802e+06 992.738 0,  -4.802e+06 -992.738 0
 4.803e+06 992.737 0,  -4.803e+06 -992.737 0
 4.804e+06 992.735 0,  -4.804e+06 -992.735 0
 4.805e+06 992.734 0,  -4.805e+06 -992.734 0
 4.806e+06 992.732 0,  -4.806e+06 -992.732 0
 4.807e+06 992.731 0,  -4.807e+06 -992.731 0
 4.808e+06 992.729 0,  -4.808e+06 -992.729 0
 4.809e+06 992.728 0,  -4.809e+06 -992.728 0
 4.81e+06 992.726 0,  -4.81e+06 -992.726 0
 4.811e+06 992.725 0,  -4.811e+06 -992.725 0
 4.812e+06 992.723 0,  -4.812e+06 -992.723 0
 4.813e+06 992.722 0,  -4.813e+06 -992.722 0
 4.814e+06 992.72 0,  -4.814e+06 -992.72 0
 4.815e+06 992.719 0,  -4.815e+06 -992.719 0
 4.816e+06 992.717 0,  -4.816e+06 -992.717 0
 4.817e+06 992.716 0,  -4.817e+06 -992.716 0
 4.818e+06 992.714 0,  -4.818e+06 -992.714 0
 4.819e+06 992.712 0,  -4.819e+06 -992.712 0
 4.82e+06 992.711 0,  -4.82e+06 -992.711 0
 4.821e+06 992.709 0,  -4.821e+06 -992.709 0
 4.822e+06 992.708 0,  -4.822e+06 -992.708 0
 4.823e+06 992.706 0,  -4.823e+06 -992.706 0
 4.824e+06 992.705 0,  -4.824e+06 -992.705 0
 4.825e+06 992.703 0,  -4.825e+06 -992.703 0
 4.826e+06 992.702 0,  -4.826e+06 -992.702 0
 4.827e+06 992.7 0,  -4.827e+06 -992.7 0
 4.828e+06 992.699 0,  -4.828e+06 -992.699 0
 4.829e+06 992.697 0,  -4.829e+06 -992.697 0
 4.83e+06 992.696 0,  -4.83e+06 -992.696 0
 4.831e+06 992.694 0,  -4.831e+06 -992.694 0
 4.832e+06 992.693 0,  -4.832e+06 -992.693 0
 4.833e+06 992.691 0,  -4.833e+06 -992.691 0
 4.834e+06 992.69 0,  -4.834e+06 -992.69 0
 4.835e+06 992.688 0,  -4.835e+06 -992.688 0
 4.836e+06 992.687 0,  -4.836e+06 -992.687 0
 4.837e+06 992.685 0,  -4.837e+06 -992.685 0
 4.838e+06 992.684 0,  -4.838e+06 -992.684 0
 4.839e+06 992.682 0,  -4.839e+06 -992.682 0
 4.84e+06 992.681 0,  -4.84e+06 -992.681 0
 4.841e+06 992.679 0,  -4.841e+06 -992.679 0
 4.842e+06 992.678 0,  -4.842e+06 -992.678 0
 4.843e+06 992.676 0,  -4.843e+06 -992.676 0
 4.844e+06 992.675 0,  -4.844e+06 -992.675 0
 4.845e+06 992.673 0,  -4.845e+06 -992.673 0
 4.846e+06 992.672 0,  -4.846e+06 -992.672 0
 4.847e+06 992.67 0,  -4.847e+06 -992.67 0
 4.848e+06 992.669 0,  -4.848e+06 -992.669 0
 4.849e+06 992.667 0,  -4.849e+06 -992.667 0
 4.85e+06 992.666 0,  -4.85e+06 -992.666 0
 4.851e+06 992.664 0,  -4.851e+06 -992.664 0
 4.852e+06 992.663 0,  -4.852e+06 -992.663 0
 4.853e+06 992.661 0,  -4.853e+06 -992.661 0
 4.854e+06 992.66 0,  -4.854e+06 -992.66 0
 4.855e+06 992.658 0,  -4.855e+06 -992.658 0
 4.856e+06 992.657 0,  -4.856e+06 -992.657 0
 4.857e+06 992.655 0,  -4.857e+06 -992.655 0
 4.858e+06 992.653 0,  -4.858e+06 -992.653 0
 4.859e+06 992.652 0,  -4.859e+06 -992.652 0
 4.86e+06 992.65 0,  -4.86e+06 -992.65 0
 4.861e+06 992.649 0,  -4.861e+06 -992.649 0
 4.862e+06 992.647 0,  -4.862e+06 -992.647 0
 4.863e+06 992.646 0,  -4.863e+06 -992.646 0
 4.864e+06 992.644 0,  -4.864e+06 -992.644 0
 4.865e+06 992.643 0,  -4.865e+06 -992.643 0
 4.866e+06 992.641 0,  -4.866e+06 -992.641 0
 4.867e+06 992.64 0,  -4.867e+06 -992.64 0
 4.868e+06 992.638 0,  -4.868e+06 -992.638 0
 4.869e+06 992.637 0,  -4.869e+06 -992.637 0
 4.87e+06 992.635 0,  -4.87e+06 -992.635 0
 4.871e+06 992.634 0,  -4.871e+06 -992.634 0
 4.872e+06 992.632 0,  -4.872e+06 -992.632 0
 4.873e+06 992.631 0,  -4.873e+06 -992.631 0
 4.874e+06 992.629 0,  -4.874e+06 -992.629 0
 4.875e+06 992.628 0,  -4.875e+06 -992.628 0
 4.876e+06 992.626 0,  -4.876e+06 -992.626 0
 4.877e+06 992.625 0,  -4.877e+06 -992.625 0
 4.878e+06 992.623 0,  -4.878e+06 -992.623 0
 4.879e+06 992.622 0,  -4.879e+06 -992.622 0
 4.88e+06 992.62 0,  -4.88e+06 -992.62 0
 4.881e+06 992.619 0,  -4.881e+06 -992.619 0
 4.882e+06 992.617 0,  -4.882e+06 -992.617 0
 4.883e+06 992.616 0,  -4.883e+06 -992.616 0
 4.884e+06 992.614 0,  -4.884e+06 -992.614 0
 4.885e+06 992.613 0,  -4.885e+06 -992.613 0
 4.886e+06 992.611 0,  -4.886e+06 -992.611 0
 4.887e+06 992.61 0,  -4.887e+06 -992.61 0
 4.888e+06 992.608 0,  -4.888e+06 -992.608 0
 4.889e+06 992.607 0,  -4.889e+06 -992.607 0
 4.89e+06 992.605 0,  -4.89e+06 -992.605 0
 4.891e+06 992.604 0,  -4.891e+06 -992.604 0
 4.892e+06 992.602 0,  -4.892e+06 -992.602 0
 4.893e+06 992.601 0,  -4.893e+06 -992.601 0
 4.894e+06 992.599 0,  -4.894e+06 -992.599 0
 4.895e+06 992.598 0,  -4.895e+06 -992.598 0
 4.896e+06 992.596 0,  -4.896e+06 -992.596 0
 4.897e+06 992.595 0,  -4.897e+06 -992.595 0
 4.898e+06 992.593 0,  -4.898e+06 -992.593 0
 4.899e+06 992.591 0,  -4.899e+06 -992.591 0
 4.9e+06 992.59 0,  -4.9e+06 -992.59 0
 4.901e+06 992.588 0,  -4.901e+06 -992.588 0
 4.902e+06 992.587 0,  -4.902e+06 -992.587 0
 4.903e+06 992.585 0,  -4.903e+06 -992.585 0
 4.904e+06 992.584 0,  -4.904e+06 -992.584 0
 4.905e+06 992.582 0,  -4.905e+06 -992.582 0
 4.906e+06 992.581 0,  -4.906e+06 -992.581 0
 4.907e+06 992.579 0,  -4.907e+06 -992.579 0
 4.908e+06 992.578 0,  -4.908e+06 -992.578 0
 4.909e+06 992.576 0,  -4.909e+06 -992.576 0
 4.91e+06 992.575 0,  -4.91e+06 -992.575 0
 4.911e+06 992.573 0,  -4.911e+06 -992.573 0
 4.912e+06 992.572 0,  -4.912e+06 -992.572 0
 4.913e+06 992.57 0,  -4.913e+06 -992.57 0
 4.914e+06 992.569 0,  -4.914e+06 -992.569 0
 4.915e+06 992.567 0,  -4.915e+06 -992.567 0
 4.916e+06 992.566 0,  -4.916e+06 -992.566 0
 4.917e+06 992.564 0,  -4.917e+06 -992.564 0
 4.918e+06 992.563 0,  -4.918e+06 -992.563 0
 4.919e+06 992.561 0,  -4.919e+06 -992.561 0
 4.92e+06 992.56 0,  -4.92e+06 -992.56 0
 4.921e+06 992.558 0,  -4.921e+06 -992.558 0
 4.922e+06 992.557 0,  -4.922e+06 -992.557 0
 4.923e+06 992.555 0,  -4.923e+06 -992.555 0
 4.924e+06 992.554 0,  -4.924e+06 -992.554 0
 4.925e+06 992.552 0,  -4.925e+06 -992.552 0
 4.926e+06 992.551 0,  -4.926e+06 -992.551 0
 4.927e+06 992.549 0,  -4.927e+06 -992.549 0
 4.928e+06 992.548 0,  -4.928e+06 -992.548 0
 4.929e+06 992.546 0,  -4.929e+06 -992.546 0
 4.93e+06 992.545 0,  -4.93e+06 -992.545 0
 4.931e+06 992.543 0,  -4.931e+06 -992.543 0
 4.932e+06 992.542 0,  -4.932e+06 -992.542 0
 4.933e+06 992.54 0,  -4.933e+06 -992.54 0
 4.934e+06 992.539 0,  -4.934e+06 -992.539 0
 4.935e+06 992.537 0,  -4.935e+06 -992.537 0
 4.936e+06 992.536 0,  -4.936e+06 -992.536 0
 4.937e+06 992.534 0,  -4.937e+06 -992.534 0
 4.938e+06 992.532 0,  -4.938e+06 -992.532 0
 4.939e+06 992.531 0,  -4.939e+06 -992.531 0
 4.94e+06 992.529 0,  -4.94e+06 -992.529 0
 4.941e+06 992.528 0,  -4.941e+06 -992.528 0
 4.942e+06 992.526 0,  -4.942e+06 -992.526 0
 4.943e+06 992.525 0,  -4.943e+06 -992.525 0
 4.944e+06 992.523 0,  -4.944e+06 -992.523 0
 4.945e+06 992.522 0,  -4.945e+06 -992.522 0
 4.946e+06 992.52 0,  -4.946e+06 -992.52 0
 4.947e+06 992.519 0,  -4.947e+06 -992.519 0
 4.948e+06 992.517 0,  -4.948e+06 -992.517 0
 4.949e+06 992.516 0,  -4.949e+06 -992.516 0
 4.95e+06 992.514 0,  -4.95e+06 -992.514 0
 4.951e+06 992.513 0,  -4.951e+06 -992.513 0
 4.952e+06 992.511 0,  -4.952e+06 -992.511 0
 4.953e+06 992.51 0,  -4.953e+06 -992.51 0
 4.954e+06 992.508 0,  -4.954e+06 -992.508 0
 4.955e+06 992.507 0,  -4.955e+06 -992.507 0
 4.956e+06 992.505 0,  -4.956e+06 -992.505 0
 4.957e+06 992.504 0,  -4.957e+06 -992.504 0
 4.958e+06 992.502 0,  -4.958e+06 -992.502 0
 4.959e+06 992.501 0,  -4.959e+06 -992.501 0
 4.96e+06 992.499 0,  -4.96e+06 -992.499 0
 4.961e+06 992.498 0,  -4.961e+06 -992.498 0
 4.962e+06 992.496 0,  -4.962e+06 -992.496 0
 4.963e+06 992.495 0,  -4.963e+06 -992.495 0
 4.964e+06 992.493 0,  -4.964e+06 -992.493 0
 4.965e+06 992.492 0,  -4.965e+06 -992.492 0
 4.966e+06 992.49 0,  -4.966e+06 -992.49 0
 4.967e+06 992.489 0,  -4.967e+06 -992.489 0
 4.968e+06 992.487 0,  -4.968e+06 -992.487 0
 4.969e+06 992.486 0,  -4.969e+06 -992.486 0
 4.97e+06 992.484 0,  -4.97e+06 -992.484 0
 4.971e+06 992.483 0,  -4.971e+06 -992.483 0
 4.972e+06 992.481 0,  -4.972e+06 -992.481 0
 4.973e+06 992.48 0,  -4.973e+06 -992.48 0
 4.974e+06 992.478 0,  -4.974e+06 -992.478 0
 4.975e+06 992.477 0,  -4.975e+06 -992.477 0
 4.976e+06 992.475 0,  -4.976e+06 -992.475 0
 4.977e+06 992.474 0,  -4.977e+06 -992.474 0
 4.978e+06 992.472 0,  -4.978e+06 -992.472 0
 4.979e+06 992.47 0,  -4.979e+06 -992.47 0
 4.98e+06 992.469 0,  -4.98e+06 -992.469 0
 4.981e+06 992.467 0,  -4.981e+06 -992.467 0
 4.982e+06 992.466 0,  -4.982e+06 -992.466 0
 4.983e+06 992.464 0,  -4.983e+06 -992.464 0
 4.984e+06 992.463 0,  -4.984e+06 -992.463 0
 4.985e+06 992.461 0,  -4.985e+06 -992.461 0
 4.986e+06 992.46 0,  -4.986e+06 -992.46 0
 4.987e+06 992.458 0,  -4.987e+06 -992.458 0
 4.988e+06 992.457 0,  -4.988e+06 -992.457 0
 4.989e+06 992.455 0,  -4.989e+06 -992.455 0
 4.99e+06 992.454 0,  -4.99e+06 -992.454 0
 4.991e+06 992.452 0,  -4.991e+06 -992.452 0
 4.992e+06 992.451 0,  -4.992e+06 -992.451 0
 4.993e+06 992.449 0,  -4.993e+06 -992.449 0
 4.994e+06 992.448 0,  -4.994e+06 -992.448 0
 4.995e+06 992.446 0,  -4.995e+06 -992.446 0
 4.996e+06 992.445 0,  -4.996e+06 -992.445 0
 4.997e+06 992.443 0,  -4.997e+06 -992.443 0
 4.998e+06 992.442 0,  -4.998e+06 -992.442 0
 4.999e+06 992.44 0,  -4.999e+06 -992.44 0
 5e+06 992.439 0,  -5e+06 -992.439 0
 5.001e+06 992.437 0,  -5.001e+06 -992.437 0
 5.002e+06 992.436 0,  -5.002e+06 -992.436 0
 5.003e+06 992.434 0,  -5.003e+06 -992.434 0
 5.004e+06 992.433 0,  -5.004e+06 -992.433 0
 5.005e+06 992.431 0,  -5.005e+06 -992.431 0
 5.006e+06 992.43 0,  -5.006e+06 -992.43 0
 5.007e+06 992.428 0,  -5.007e+06 -992.428 0
 5.008e+06 992.427 0,  -5.008e+06 -992.427 0
 5.009e+06 992.425 0,  -5.009e+06 -992.425 0
 5.01e+06 992.424 0,  -5.01e+06 -992.424 0
 5.011e+06 992.422 0,  -5.011e+06 -992.422 0
 5.012e+06 992.421 0,  -5.012e+06 -992.421 0
 5.013e+06 992.419 0,  -5.013e+06 -992.419 0
 5.014e+06 992.418 0,  -5.014e+06 -992.418 0
 5.015e+06 992.416 0,  -5.015e+06 -992.416 0
 5.016e+06 992.415 0,  -5.016e+06 -992.415 0
 5.017e+06 992.413 0,  -5.017e+06 -992.413 0
 5.018e+06 992.412 0,  -5.018e+06 -992.412 0
 5.019e+06 992.41 0,  -5.019e+06 -992.41 0
 5.02e+06 992.408 0,  -5.02e+06 -992.408 0
 5.021e+06 992.407 0,  -5.021e+06 -992.407 0
 5.022e+06 992.405 0,  -5.022e+06 -992.405 0
 5.023e+06 992.404 0,  -5.023e+06 -992.404 0
 5.024e+06 992.402 0,  -5.024e+06 -992.402 0
 5.025e+06 992.401 0,  -5.025e+06 -992.401 0
 5.026e+06 992.399 0,  -5.026e+06 -992.399 0
 5.027e+06 992.398 0,  -5.027e+06 -992.398 0
 5.028e+06 992.396 0,  -5.028e+06 -992.396 0
 5.029e+06 992.395 0,  -5.029e+06 -992.395 0
 5.03e+06 992.393 0,  -5.03e+06 -992.393 0
 5.031e+06 992.392 0,  -5.031e+06 -992.392 0
 5.032e+06 992.39 0,  -5.032e+06 -992.39 0
 5.033e+06 992.389 0,  -5.033e+06 -992.389 0
 5.034e+06 992.387 0,  -5.034e+06 -992.387 0
 5.035e+06 992.386 0,  -5.035e+06 -992.386 0
 5.036e+06 992.384 0,  -5.036e+06 -992.384 0
 5.037e+06 992.383 0,  -5.037e+06 -992.383 0
 5.038e+06 992.381 0,  -5.038e+06 -992.381 0
 5.039e+06 992.38 0,  -5.039e+06 -992.38 0
 5.04e+06 992.378 0,  -5.04e+06 -992.378 0
 5.041e+06 992.377 0,  -5.041e+06 -992.377 0
 5.042e+06 992.375 0,  -5.042e+06 -992.375 0
 5.043e+06 992.374 0,  -5.043e+06 -992.374 0
 5.044e+06 992.372 0,  -5.044e+06 -992.372 0
 5.045e+06 992.371 0,  -5.045e+06 -992.371 0
 5.046e+06 992.369 0,  -5.046e+06 -992.369 0
 5.047e+06 992.368 0,  -5.047e+06 -992.368 0
 5.048e+06 992.366 0,  -5.048e+06 -992.366 0
 5.049e+06 992.365 0,  -5.049e+06 -992.365 0
 5.05e+06 992.363 0,  -5.05e+06 -992.363 0
 5.051e+06 992.362 0,  -5.051e+06 -992.362 0
 5.052e+06 992.36 0,  -5.052e+06 -992.36 0
 5.053e+06 992.359 0,  -5.053e+06 -992.359 0
 5.054e+06 992.357 0,  -5.054e+06 -992.357 0
 5.055e+06 992.356 0,  -5.055e+06 -992.356 0
 5.056e+06 992.354 0,  -5.056e+06 -992.354 0
 5.057e+06 992.353 0,  -5.057e+06 -992.353 0
 5.058e+06 992.351 0,  -5.058e+06 -992.351 0
 5.059e+06 992.349 0,  -5.059e+06 -992.349 0
 5.06e+06 992.348 0,  -5.06e+06 -992.348 0
 5.061e+06 992.346 0,  -5.061e+06 -992.346 0
 5.062e+06 992.345 0,  -5.062e+06 -992.345 0
 5.063e+06 992.343 0,  -5.063e+06 -992.343 0
 5.064e+06 992.342 0,  -5.064e+06 -992.342 0
 5.065e+06 992.34 0,  -5.065e+06 -992.34 0
 5.066e+06 992.339 0,  -5.066e+06 -992.339 0
 5.067e+06 992.337 0,  -5.067e+06 -992.337 0
 5.068e+06 992.336 0,  -5.068e+06 -992.336 0
 5.069e+06 992.334 0,  -5.069e+06 -992.334 0
 5.07e+06 992.333 0,  -5.07e+06 -992.333 0
 5.071e+06 992.331 0,  -5.071e+06 -992.331 0
 5.072e+06 992.33 0,  -5.072e+06 -992.33 0
 5.073e+06 992.328 0,  -5.073e+06 -992.328 0
 5.074e+06 992.327 0,  -5.074e+06 -992.327 0
 5.075e+06 992.325 0,  -5.075e+06 -992.325 0
 5.076e+06 992.324 0,  -5.076e+06 -992.324 0
 5.077e+06 992.322 0,  -5.077e+06 -992.322 0
 5.078e+06 992.321 0,  -5.078e+06 -992.321 0
 5.079e+06 992.319 0,  -5.079e+06 -992.319 0
 5.08e+06 992.318 0,  -5.08e+06 -992.318 0
 5.081e+06 992.316 0,  -5.081e+06 -992.316 0
 5.082e+06 992.315 0,  -5.082e+06 -992.315 0
 5.083e+06 992.313 0,  -5.083e+06 -992.313 0
 5.084e+06 992.312 0,  -5.084e+06 -992.312 0
 5.085e+06 992.31 0,  -5.085e+06 -992.31 0
 5.086e+06 992.309 0,  -5.086e+06 -992.309 0
 5.087e+06 992.307 0,  -5.087e+06 -992.307 0
 5.088e+06 992.306 0,  -5.088e+06 -992.306 0
 5.089e+06 992.304 0,  -5.089e+06 -992.304 0
 5.09e+06 992.303 0,  -5.09e+06 -992.303 0
 5.091e+06 992.301 0,  -5.091e+06 -992.301 0
 5.092e+06 992.3 0,  -5.092e+06 -992.3 0
 5.093e+06 992.298 0,  -5.093e+06 -992.298 0
 5.094e+06 992.297 0,  -5.094e+06 -992.297 0
 5.095e+06 992.295 0,  -5.095e+06 -992.295 0
 5.096e+06 992.294 0,  -5.096e+06 -992.294 0
 5.097e+06 992.292 0,  -5.097e+06 -992.292 0
 5.098e+06 992.291 0,  -5.098e+06 -992.291 0
 5.099e+06 992.289 0,  -5.099e+06 -992.289 0
 5.1e+06 992.287 0,  -5.1e+06 -992.287 0
